,rank,goodness,bad_minimax,frequency,neutrals_minimax,variance,human_selected
44,66.25,0.17877087225923904,-0.17416864260186884,9802.0,-0.2743794004416112,0.39292789810546597,1
45,2.5,0.20688063584119665,-0.3424443846705203,13482.0,-0.1972743140187574,0.594300478516346,0
46,10.0,0.20443222649636536,-0.26506170959364295,16536.0,-0.15955623886742676,0.5241158536566177,0
47,37.5,0.15869013967428958,-0.22537215440129685,10846.0,-0.2721205718206088,0.4424829230833786,0
48,61.25,0.15013220923376328,-0.19140049063123502,11881.0,-0.18572876361028048,0.2992261658320775,0
49,73.75,0.14764684654519378,-0.21786037296199437,13667.0,-0.20064200484081865,0.442647862553944,1
50,3.75,0.32854882054558493,-0.1033962607408766,457.0,-0.18011710755243604,0.48970629561395934,0
51,30.0,0.27123802044511763,-0.15029279703843146,1620.0,-0.21396117538918866,0.355664385781266,1
52,50.0,0.2929379290331876,-0.18208664457681592,10316.0,-0.16767933225355525,0.5424721276828983,0
53,55.0,0.2517223787267443,-0.12402632322129485,1022.0,-0.1708140828490273,0.32932557452487027,0
54,61.25,0.24815375910692172,-0.13515342280350148,1475.0,-0.10940784010182647,0.307468427773303,0
55,6.25,0.5852988885811891,-0.17830138893712974,8102.0,-0.1834722218654604,0.6584161385429764,0
56,10.0,0.5380368512879847,-0.14817953407806406,19421.0,-0.16876084006980482,0.6243951587117896,0
57,11.25,0.557854597332444,-0.24849581405665652,5800.0,-0.14295207407027935,0.6559196057031392,1
58,25.0,0.49823239298326544,-0.1592297920136124,3277.0,-0.30260730282749104,0.5614470035271518,0
59,31.25,0.4900443156847289,-0.2273817849621339,9081.0,-0.19468578225432442,0.5869300236884365,0
60,2.5,0.24948095470028311,-0.16329526899874744,3348.0,-0.15393263580522573,0.6994908995571151,0
61,3.75,0.24771441110083348,-0.24216644728515166,2079.0,-0.1592263351226355,0.7938415334102688,0
62,18.75,0.22663032600840283,-0.36850519110938335,13305.0,-0.1652994710258995,0.5155277015492133,1
63,35.0,0.20916043834048578,-0.23355275582047794,10712.0,-0.1607382665259749,0.6386766871312477,0
64,55.0,0.18701172058035218,-0.1587914448140764,5427.0,-0.1393276713791133,0.40568351770362066,0
65,5.0,0.2481956295335143,-0.18369844482526024,15475.0,-0.14447100031748505,0.46744744219951584,0
66,58.75,0.21487924528221639,-0.16611223089886876,20335.0,-0.09728538165488343,0.451623995956504,0
67,67.5,0.21402668012017,-0.1684666797228621,28510.0,-0.17245165352519487,0.4780443959054948,0
68,70.0,0.21530746903497053,-0.16393571649712232,11832.0,-0.09486646108880643,0.5380322292442715,0
69,80.0,0.22168427220285516,-0.14005842794651555,9855.0,-0.12732929543170812,0.45194633402964296,0
70,16.25,0.23917779137608086,-0.24480934507830954,24582.0,-0.3345254978139048,0.47662003171985573,0
71,30.0,0.23069998789975096,-0.24074901254519157,6371.0,-0.34098459784310003,0.4769655921504712,0
72,32.5,0.22946179643769116,-0.23071638953377668,7394.0,-0.32236256228146176,0.5820860717965822,0
73,62.5,0.22346405861354415,-0.30867778126697015,16670.0,-0.3602740695134312,0.5522216088602944,0
74,67.5,0.22178666809090827,-0.23090145825910882,15667.0,-0.3015636714529793,0.5117696546180258,0
75,1.25,0.5051040668966446,-0.13078954858961775,8122.0,-0.094704958544643,0.6293077912990225,0
76,5.0,0.48063269347458154,-0.14669545240273926,3479.0,-0.1398478779272876,0.6100609615922283,0
77,6.25,0.47895551027057426,-0.1023095288000276,9081.0,-0.11573777375532357,0.49592846609221947,0
78,26.25,0.429098363692181,-0.1521472112917943,11798.0,-0.08768274606602706,0.5905996063650806,0
79,33.75,0.4184909598072875,-0.1395420375436168,19421.0,-0.0762417371211737,0.5068480598870463,1
80,70.0,0.3265602900965768,-0.199373565141115,3735.0,-0.2545359126311895,0.4121263123684023,1
81,90.0,0.27660800758302817,-0.21387501099231251,4068.0,-0.3421584140464917,0.3594846864861898,0
82,97.5,0.2757090379538875,-0.2237458160261091,5356.0,-0.35064546485981657,0.37831657083414455,0
83,100.0,0.25704979117480725,-0.18672008035662455,2071.0,-0.22251098417434723,0.3220634874794972,0
84,101.25,0.2646985337867325,-0.2184434750627593,13567.0,-0.3308425601508575,0.37720972381093754,0
85,1.25,0.29292190289360787,-0.2210851392312114,9364.0,-0.30610197426509783,0.6005878465374138,0
86,15.0,0.2564968734180831,-0.1872420080439693,1657.0,-0.24979754809524965,0.535381936628443,1
87,21.25,0.2563004315397837,-0.20473045344803284,9045.0,-0.25603918595502656,0.4984918763760131,0
88,25.0,0.24912000487904037,-0.1925014106087407,11425.0,-0.3352065137088142,0.5335921726312208,0
89,27.5,0.24347708567678886,-0.22657158035588654,8263.0,-0.2684135237655452,0.5156930697949215,0
90,5.0,0.28082471197211345,-0.42622181524344294,4353.0,-0.2995388474504883,0.45792480916662576,0
91,41.25,0.2708187514663994,-0.3257350404646094,2289.0,-0.17708151428979926,0.46062812412637877,0
92,45.0,0.2505386494591664,-0.4538602471347623,9676.0,-0.20393266471473614,0.4538602471347623,0
93,52.5,0.25448765294173564,-0.4997090988365702,7162.0,-0.3059491037654006,0.5106777430440548,0
94,52.5,0.24775678628943934,-0.3923403858562649,9333.0,-0.28882573090436564,0.4182013384636087,0
95,6.25,0.35112654646569125,-0.2147911482333289,2565.0,-0.18364650048224274,0.6138747566678867,0
96,13.75,0.313329311201286,-0.13339763086368153,1291.0,-0.19790807663659285,0.43395552939895543,1
97,22.5,0.3148773789695747,-0.21388526234219116,2384.0,-0.15559783585428022,0.5125176662306123,0
98,27.5,0.31871055562280565,-0.1337101784658685,3119.0,-0.22436429531296778,0.43601781794223077,0
99,66.25,0.27634655287594234,-0.14531308573247517,1283.0,-0.2770226577395278,0.37624133391298104,0
100,20.0,0.3041058875296235,-0.12998976008663685,1232.0,-0.1777698412035921,0.4395815091926132,1
101,28.75,0.27390356346516304,-0.13892972056540306,2650.0,-0.16918017592490642,0.4883065041513042,0
102,38.75,0.2527755465866741,-0.1892971761367628,14336.0,-0.21818122635757994,0.4097128229928484,0
103,41.25,0.25153397679441486,-0.18663839441265195,1707.0,-0.2404099036011261,0.4116689990958103,0
104,45.0,0.27867534300683827,-0.15589774176895466,3743.0,-0.13488824295441004,0.5357543290136111,0
105,5.0,0.253690002570964,-0.16490956205865706,6708.0,-0.20472968671230007,0.49047720198381617,0
106,28.75,0.20823190026776064,-0.10421601146627939,2961.0,-0.17364197098463544,0.2691303355693191,0
107,46.25,0.21639839399672023,-0.14863978968603042,4839.0,-0.09712826403903756,0.31325961455346535,0
108,47.5,0.21950610187376005,-0.29086510257679926,3744.0,-0.23265702004226127,0.36214510722263843,0
109,48.75,0.20243520596964557,-0.12719464876141584,2909.0,-0.18740686102094029,0.26191025585229827,1
110,5.0,0.30225219611035586,-0.21260753032491767,28064.0,-0.20966256985882395,0.562514009063575,0
111,10.0,0.28158091045642447,-0.23460434648943115,18316.0,-0.16233210586034375,0.6087927910124987,0
112,11.25,0.29084417973554194,-0.3279083296434029,12530.0,-0.15230783200007716,0.609351764682715,0
113,22.5,0.2664728159171273,-0.181396017277894,27229.0,-0.19703938451671876,0.5428673954127289,0
114,27.5,0.2600716336740066,-0.3200891332414302,17181.0,-0.19736278423387277,0.501484586980026,0
115,5.0,0.253690002570964,-0.16490956205865706,6708.0,-0.20472968671230007,0.49047720198381617,0
116,28.75,0.20823190026776064,-0.10421601146627939,2961.0,-0.17364197098463544,0.2691303355693191,0
117,46.25,0.21639839399672023,-0.14863978968603042,4839.0,-0.09712826403903756,0.31325961455346535,0
118,47.5,0.21950610187376005,-0.29086510257679926,3744.0,-0.23265702004226127,0.36214510722263843,0
119,48.75,0.20243520596964557,-0.12719464876141584,2909.0,-0.18740686102094029,0.26191025585229827,1
120,1.25,0.3128484239190354,-0.19388135040952378,20713.0,-0.15472153731476587,0.5718959396936313,1
121,8.75,0.2849500811348317,-0.17839207229464868,19907.0,-0.12042980442616753,0.5390705975729658,0
122,23.75,0.2436667030540023,-0.21526558447400726,26693.0,-0.23565862233352905,0.47700276653016305,0
123,28.75,0.24346008938733557,-0.31072710951534926,26343.0,-0.1685065629045169,0.49638658101359107,0
124,35.0,0.24748376832480082,-0.2816902240501643,17852.0,-0.19802468514720362,0.4149255213078589,0
125,0.0,0.29572096699337314,-0.17383528657986147,17443.0,-0.16444252291280836,0.5696194101393012,0
126,22.5,0.2333171816026598,-0.1364696941103463,23393.0,-0.18449490335914578,0.42971572176963857,0
127,26.25,0.22256335845230754,-0.2013799718958004,7590.0,-0.28174058235480387,0.5239130133599411,0
128,31.25,0.2207872047611815,-0.20084849588717701,22071.0,-0.11887044141917935,0.3616562497636959,1
129,36.25,0.22611310277005173,-0.28750086804051544,12795.0,-0.22034064052379346,0.511308712742518,0
130,0.0,0.23365728054573934,-0.2524556554534743,11481.0,-0.21433931549037352,0.4887312206376094,1
131,15.0,0.20216054036772602,-0.16085916274272924,25247.0,-0.09895356122818688,0.29697145261748614,0
132,22.5,0.1970257580357723,-0.17999445636573044,22546.0,-0.09423713250961756,0.46835124194548355,0
133,42.5,0.19284698440507997,-0.13059778374792688,3735.0,-0.16587205303766694,0.5562896768969128,0
134,61.25,0.18090725802308494,-0.17950695443961695,13127.0,-0.10610861636365605,0.36799974040227035,0
135,70.0,0.3265602900965768,-0.199373565141115,3735.0,-0.2545359126311895,0.4121263123684023,1
136,90.0,0.27660800758302817,-0.21387501099231251,4068.0,-0.3421584140464917,0.3594846864861898,0
137,97.5,0.2757090379538875,-0.2237458160261091,5356.0,-0.35064546485981657,0.37831657083414455,0
138,100.0,0.25704979117480725,-0.18672008035662455,2071.0,-0.22251098417434723,0.3220634874794972,0
139,101.25,0.2646985337867325,-0.2184434750627593,13567.0,-0.3308425601508575,0.37720972381093754,0
140,7.5,0.2448629461642995,-0.18986138606310846,4800.0,-0.24067502308734137,0.4864984188486609,0
141,10.0,0.24579305778387148,-0.1598261497962092,24402.0,-0.20956108316618083,0.3533072444018474,0
142,31.25,0.21946182737296718,-0.14888275940407714,6452.0,-0.19537244017805644,0.5328102286374672,0
143,33.75,0.21351431427307332,-0.2516198419803551,11257.0,-0.2526953658491324,0.3811358373847502,1
144,41.25,0.21627887234935186,-0.23398677220371902,11039.0,-0.22146634192021405,0.5454972848430896,0
145,0.0,0.5691651211933301,-0.1403208229849784,2077.0,-0.12329174769173108,0.6208571368456379,0
146,12.5,0.4355901811515667,-0.11535074049298037,15910.0,-0.15972778150417358,0.5021575045183324,0
147,17.5,0.41985825682693934,-0.13208234135907795,2853.0,-0.1709279002858571,0.470266411482725,1
148,25.0,0.42445093339173195,-0.17648994125528494,16872.0,-0.1673382488272965,0.50287804200544,0
149,25.0,0.397465914051409,-0.10877931717950758,22883.0,-0.10771929424463926,0.4394263013756321,0
150,0.0,0.27700076357732933,-0.1991448835778433,11662.0,-0.2351945539988023,0.6674286081336486,0
151,12.5,0.261093030075849,-0.1680448044845759,8847.0,-0.20916447109400507,0.4406861933242168,0
152,18.75,0.2530761412928679,-0.16781904214542623,12976.0,-0.22781769098334947,0.4832823415733511,1
153,35.0,0.2399196739613251,-0.15368707238959659,20083.0,-0.18269819203856433,0.6038436824497183,0
154,50.0,0.23512023954161287,-0.12749781364590054,11175.0,-0.15459508446799394,0.4787842331799091,0
155,5.0,0.2664240404774619,-0.20262317173511937,11550.0,-0.1987148259215417,0.5647613492216875,1
156,12.5,0.2536875535966996,-0.1895808143073777,3888.0,-0.20245618003847854,0.5484412708478901,0
157,25.0,0.22898796771851634,-0.17340192480716868,1040.0,-0.18132632872115081,0.4413102076728285,0
158,26.25,0.2339476638427506,-0.23412376024152196,571.0,-0.17851689212748093,0.5484459235988212,0
159,36.25,0.23575636616355986,-0.2088535796834624,7599.0,-0.17836845437463525,0.5426704188335632,0
160,6.25,0.3056908041286368,-0.272660415774151,3348.0,-0.6960807405421993,0.6960807405421993,1
161,7.5,0.29650578356494317,-0.2559013862443247,15282.0,-0.5709681321949165,0.5709681321949165,0
162,12.5,0.28308545035810895,-0.2680657984798364,2039.0,-0.591480159145669,0.591480159145669,0
163,13.75,0.28507723546655955,-0.20604876625496849,17508.0,-0.533323867717736,0.533323867717736,0
164,20.0,0.258113418566505,-0.22775565934724473,2304.0,-0.5883569527497604,0.5883569527497604,0
165,17.5,0.3880878963771659,-0.1522152094132837,7688.0,-0.25816010989964383,0.5972824372239067,0
166,20.0,0.3944987309500667,-0.24093154344389492,5865.0,-0.31554060311168225,0.5573668765903635,0
167,28.75,0.3769024276866393,-0.19980147062916118,15326.0,-0.30878911117153246,0.5473146254921889,0
168,35.0,0.37630236071509754,-0.19953451674189548,8192.0,-0.4054451870943712,0.4925748194890683,0
169,36.25,0.37033836341109033,-0.15611617593406793,10854.0,-0.26677937504379307,0.567608939785111,1
170,6.25,0.3056908041286368,-0.272660415774151,3348.0,-0.6960807405421993,0.6960807405421993,1
171,7.5,0.29650578356494317,-0.2559013862443247,15282.0,-0.5709681321949165,0.5709681321949165,0
172,12.5,0.28308545035810895,-0.2680657984798364,2039.0,-0.591480159145669,0.591480159145669,0
173,13.75,0.28507723546655955,-0.20604876625496849,17508.0,-0.533323867717736,0.533323867717736,0
174,20.0,0.258113418566505,-0.22775565934724473,2304.0,-0.5883569527497604,0.5883569527497604,0
175,0.0,0.3975958638957982,-0.3525446604347591,21687.0,-0.23233637705445162,0.5239165568521645,1
176,26.25,0.3171564426113568,-0.23597522459711753,18525.0,-0.1871916596915675,0.43528664141512524,0
177,52.5,0.2775539808334018,-0.3723951163422843,21523.0,-0.29101812768125085,0.40446711101815974,0
178,52.5,0.279302121116697,-0.27014575655261386,17290.0,-0.2299475885311798,0.3802650796469877,0
179,63.75,0.27142934610605807,-0.24356182089038625,23891.0,-0.2278421794201448,0.39648945755213205,0
180,3.75,0.25290066286241575,-0.34205070130721654,28064.0,-0.29521769397983005,0.5765738147814613,0
181,15.0,0.23360571233275063,-0.11299721654532217,21862.0,-0.08550187490317214,0.41561658004040175,0
182,28.75,0.22462456122627195,-0.11837966758473946,25038.0,-0.09607753401991925,0.3716422558662338,0
183,37.5,0.22192677612134212,-0.17653639452526185,26634.0,-0.19158451055028033,0.3455727888926175,1
184,38.75,0.2152965554664453,-0.1514075493857783,26674.0,-0.15247438031934402,0.3953196468564981,0
185,3.75,0.25290066286241575,-0.34205070130721654,28064.0,-0.29521769397983005,0.5765738147814613,0
186,15.0,0.23360571233275063,-0.11299721654532217,21862.0,-0.08550187490317214,0.41561658004040175,0
187,28.75,0.22462456122627195,-0.11837966758473946,25038.0,-0.09607753401991925,0.3716422558662338,0
188,37.5,0.22192677612134212,-0.17653639452526185,26634.0,-0.19158451055028033,0.3455727888926175,1
189,38.75,0.2152965554664453,-0.1514075493857783,26674.0,-0.15247438031934402,0.3953196468564981,0
190,6.25,0.24424631884306414,-0.18239904580208446,19072.0,-0.20471778499502788,0.6032337030862154,0
191,15.0,0.2149702430514615,-0.22793791896703908,21168.0,-0.14671445592246543,0.4963231941526966,0
192,32.5,0.1972229126844288,-0.20118233335721772,22719.0,-0.16514462376994996,0.5537200956873138,0
193,33.75,0.19696251906098075,-0.23977232175737292,19541.0,-0.223533224924519,0.4607774518015592,1
194,35.0,0.20324917710047763,-0.23776804556882916,11867.0,-0.09482569172352473,0.4805757374853837,0
195,0.0,0.23365728054573934,-0.2524556554534743,11481.0,-0.21433931549037352,0.4887312206376094,1
196,15.0,0.20216054036772602,-0.16085916274272924,25247.0,-0.09895356122818688,0.29697145261748614,0
197,22.5,0.1970257580357723,-0.17999445636573044,22546.0,-0.09423713250961756,0.46835124194548355,0
198,42.5,0.19284698440507997,-0.13059778374792688,3735.0,-0.16587205303766694,0.5562896768969128,0
199,61.25,0.18090725802308494,-0.17950695443961695,13127.0,-0.10610861636365605,0.36799974040227035,0
200,5.0,0.2664240404774619,-0.20262317173511937,11550.0,-0.1987148259215417,0.5647613492216875,1
201,12.5,0.2536875535966996,-0.1895808143073777,3888.0,-0.20245618003847854,0.5484412708478901,0
202,25.0,0.22898796771851634,-0.17340192480716868,1040.0,-0.18132632872115081,0.4413102076728285,0
203,26.25,0.2339476638427506,-0.23412376024152196,571.0,-0.17851689212748093,0.5484459235988212,0
204,36.25,0.23575636616355986,-0.2088535796834624,7599.0,-0.17836845437463525,0.5426704188335632,0
205,0.0,0.5262058855700121,-0.11143339790043923,12211.0,-0.16292394123403478,0.5377756660625104,0
206,12.5,0.43812197559591376,-0.117762268867184,4888.0,-0.1626693513063945,0.48017830753926855,0
207,13.75,0.4311551786982055,-0.1286420733784329,6153.0,-0.12186801053125103,0.47221411439551275,1
208,22.5,0.4045846950890264,-0.14968762329274113,8576.0,-0.18601384674723268,0.43800006560001203,0
209,25.0,0.4175767784040809,-0.13848353472482963,8247.0,-0.26995794004726886,0.45120811191706417,0
210,2.5,0.30273824740874156,-0.18149069779314242,7491.0,-0.25230030650650787,0.5180575041990166,1
211,13.75,0.27734026042900034,-0.22978242150721753,4141.0,-0.2549744341368457,0.5266079857416323,0
212,18.75,0.263633462298056,-0.2339670711726044,13433.0,-0.17102097698196242,0.49613127968341003,0
213,21.25,0.27333569211473496,-0.2538877302812971,6022.0,-0.30960287422268784,0.48738242321728187,0
214,32.5,0.25806847535633826,-0.33462950993032986,4649.0,-0.20100131076440764,0.5454445569182381,0
215,6.25,0.24424631884306414,-0.18239904580208446,19072.0,-0.20471778499502788,0.6032337030862154,0
216,15.0,0.2149702430514615,-0.22793791896703908,21168.0,-0.14671445592246543,0.4963231941526966,0
217,32.5,0.1972229126844288,-0.20118233335721772,22719.0,-0.16514462376994996,0.5537200956873138,0
218,33.75,0.19696251906098075,-0.23977232175737292,19541.0,-0.223533224924519,0.4607774518015592,1
219,35.0,0.20324917710047763,-0.23776804556882916,11867.0,-0.09482569172352473,0.4805757374853837,0
220,11.25,0.22687769620761933,-0.2275429666298455,18939.0,-0.17862892677010392,0.46391918693217526,0
221,22.5,0.220311003738891,-0.1837233858825925,19005.0,-0.2521639267818156,0.49356379570257086,0
222,37.5,0.21163946617359222,-0.16825217293301697,7050.0,-0.2643330778885294,0.39690526211317567,0
223,37.5,0.2058502238262316,-0.13836625750996526,13085.0,-0.21292162486152563,0.38244313335560703,1
224,41.25,0.20145889721973684,-0.15608632917915824,22212.0,-0.1681070917315398,0.44990332431214325,0
225,3.75,0.19093069336491067,-0.18489335011402266,8532.0,-0.08295219970667671,0.5394570842746382,0
226,18.75,0.17526277154463943,-0.11276535593286625,12306.0,-0.08722290351861717,0.4814781642222062,0
227,22.5,0.1835821127088416,-0.22280166170758084,824.0,-0.14205540435608552,0.475384358922405,0
228,23.75,0.16776744301756993,-0.18789624727693136,10450.0,-0.11731076482237486,0.48400387901324105,0
229,26.25,0.16993483194995285,-0.20948411158534083,1545.0,-0.1012626697122817,0.3650702056512354,0
230,0.0,0.29572096699337314,-0.17383528657986147,17443.0,-0.16444252291280836,0.5696194101393012,0
231,22.5,0.2333171816026598,-0.1364696941103463,23393.0,-0.18449490335914578,0.42971572176963857,0
232,26.25,0.22256335845230754,-0.2013799718958004,7590.0,-0.28174058235480387,0.5239130133599411,0
233,31.25,0.2207872047611815,-0.20084849588717701,22071.0,-0.11887044141917935,0.3616562497636959,1
234,36.25,0.22611310277005173,-0.28750086804051544,12795.0,-0.22034064052379346,0.511308712742518,0
235,76.25,0.1821894406586585,-0.13461015621958192,2057.0,-0.33372781296512727,0.33372781296512727,0
236,95.0,0.1769864547492386,-0.10019109073215678,5476.0,-0.2930718949937943,0.2895090752613826,0
237,112.5,0.17528747655517032,-0.11534832665314516,932.0,-0.2711340967649402,0.2711340967649402,0
238,122.5,0.1756990289224042,-0.21194817394154442,16150.0,-0.3141328483603835,0.3352954893847195,1
239,140.0,0.16867365289382,-0.13553204704282615,6199.0,-0.21043441377729485,0.27682039201435854,0
240,0.0,0.29572096699337314,-0.17383528657986147,17443.0,-0.16444252291280836,0.5696194101393012,0
241,22.5,0.2333171816026598,-0.1364696941103463,23393.0,-0.18449490335914578,0.42971572176963857,0
242,26.25,0.22256335845230754,-0.2013799718958004,7590.0,-0.28174058235480387,0.5239130133599411,0
243,31.25,0.2207872047611815,-0.20084849588717701,22071.0,-0.11887044141917935,0.3616562497636959,1
244,36.25,0.22611310277005173,-0.28750086804051544,12795.0,-0.22034064052379346,0.511308712742518,0
245,5.0,0.2481956295335143,-0.18369844482526024,15475.0,-0.14447100031748505,0.46744744219951584,0
246,58.75,0.21487924528221639,-0.16611223089886876,20335.0,-0.09728538165488343,0.451623995956504,1
247,67.5,0.21402668012017,-0.1684666797228621,28510.0,-0.17245165352519487,0.4780443959054948,0
248,70.0,0.21530746903497053,-0.16393571649712232,11832.0,-0.09486646108880643,0.5380322292442715,0
249,80.0,0.22168427220285516,-0.14005842794651555,9855.0,-0.12732929543170812,0.45194633402964296,0
250,0.0,0.23365728054573934,-0.2524556554534743,11481.0,-0.21433931549037352,0.4887312206376094,1
251,15.0,0.20216054036772602,-0.16085916274272924,25247.0,-0.09895356122818688,0.29697145261748614,0
252,22.5,0.1970257580357723,-0.17999445636573044,22546.0,-0.09423713250961756,0.46835124194548355,0
253,42.5,0.19284698440507997,-0.13059778374792688,3735.0,-0.16587205303766694,0.5562896768969128,0
254,61.25,0.18090725802308494,-0.17950695443961695,13127.0,-0.10610861636365605,0.36799974040227035,0
255,55.0,0.2213279713638218,-0.13317133626614505,8446.0,-0.16826100173190975,0.5722559272668167,0
256,70.0,0.18123848588871797,-0.17020576007301721,14783.0,-0.07338633745135277,0.2735289921867147,1
257,83.75,0.1738596280333566,-0.15227747481897477,14843.0,-0.07886905559728534,0.2997040211337884,0
258,113.75,0.17001625906464726,-0.18549003232394598,19809.0,-0.23678400693650858,0.41101736542924305,0
259,121.25,0.16593388684313168,-0.22690493823478744,15312.0,-0.18293670195204892,0.3906129227706958,0
260,5.0,0.3119989006552974,-0.17992462886361663,15425.0,-0.219102525630934,0.42968329177202386,1
261,8.75,0.2904913713111203,-0.2620115081360369,11797.0,-0.13804822303810713,0.5972165032580367,0
262,10.0,0.28846914348180946,-0.2773223493050263,24435.0,-0.2495625739446412,0.45750589664265523,0
263,16.25,0.27428351391296224,-0.19373858792652535,26508.0,-0.15284347233207154,0.4273730643733909,0
264,25.0,0.2696934625580444,-0.18342982200835276,16412.0,-0.14791151483674372,0.3787442061445488,0
265,46.25,0.24910357530198476,-0.2668412592371637,1707.0,-0.13450286263890476,0.372680500621279,1
266,71.25,0.2605497852755077,-0.20075665084916827,1036.0,-0.17791661127478234,0.42885985538332655,0
267,88.75,0.22881892653007618,-0.1448262537393541,4122.0,-0.13512155209011514,0.30843038293369396,0
268,107.5,0.22408178404291723,-0.18584677177852563,7449.0,-0.138200955754875,0.4547105812866136,0
269,110.0,0.23031824889672836,-0.1591404985100974,13026.0,-0.1390268546535801,0.4219078753644436,0
270,7.5,0.3292102491245063,-0.18264094133183253,3747.0,-0.16239951003044864,0.4675911524473289,1
271,57.5,0.2662926070356326,-0.23347474047758646,14336.0,-0.13703095319908232,0.4040336461266724,0
272,67.5,0.2808967953096328,-0.299234398995705,3991.0,-0.18039227617065398,0.4090832932568384,0
